CONTROL,RMOV,XCOND,XCOOP,XCOST,XHEAD,XINUS,XPER,XREL,XTEN,XUNIT,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'102711930147',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'102727980140',1,'4','-6','-7','-7','-9',-7,'-6','1','1','1','-9','1','1','1','-9'
'102733320147',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'102751320148',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'102751320148',2,'3','-6','1','2','-9',3,'1','1','1','2','-9','-9','-9','-9','-9'
'102755390146',1,'3','-6','-7','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'102790730141',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'102809760147',1,'4','-6','2','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'102818730145',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'102828790144',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'102839310140',1,'3','-6','2','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'102853293058',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'102910390146',1,'3','-6','2','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'102927120149',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'102929520146',1,'4','-6','-7','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'102985720148',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'103045180142',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'103196510144',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'103196510144',2,'3','-6','1','1','-9',4,'-6','2','2','2','-9','-9','-9','-9','-9'
'103238920140',1,'3','-6','1','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'103248920145',1,'4','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'103261360149',1,'3','-6','3','-9','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'103358580144',1,'3','-6','1','2','-9',5,'1','2','2','1','-9','-9','-9','-9','-9'
'103383930144',1,'3','-6','1','2','-9',4,'2','2','1','1','-9','-9','-9','-9','-9'
'103389750140',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'103389750140',2,'3','-6','1','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'103389750140',3,'3','-6','2','1','-9',2,'-6','1','1','3','-9','-9','-9','-9','-9'
'103447900140',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'103447900140',2,'3','-6','1','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'103482900146',1,'4','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'103493190141',1,'2','-6','1','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'103497590144',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'103502213059',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'103512120143',1,'3','-6','-7','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'103512530143',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'103512530143',2,'3','-6','1','1','-9',1,'-6','3','2','2','-9','-9','-9','-9','1'
'103579980145',1,'3','-6','1','1','-9',7,'-6','2','2','1','-9','-9','-9','-9','-9'
'103579980145',2,'3','-6','1','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'103618950141',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'103622100146',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'103641730145',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'103670570144',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'103711063054',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'103711790144',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'103755560143',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'103818910142',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'103929463056',1,'3','-6','1','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'104129390140',1,'3','-6','1','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'104248780142',1,'3','-6','3','-9','-9',-7,'-6','2','3','1','-9','-9','-9','1','-9'
'104261380146',1,'2','-6','2','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'104267370141',1,'3','-6','2','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'104357093057',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'104389520146',1,'3','-6','2','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'104497360141',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'104550873158',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'104589770144',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'104638770147',1,'3','-6','-7','1','-9',5,'-6','3','1','1','-9','-9','-9','-9','-9'
'104670823054',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'104809700141',1,'2','-6','2','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'104818370148',1,'4','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'104846730148',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'104853233052',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'104853643052',1,'4','-6','1','2','-9',-7,'2','2','2','1','-9','-9','-9','-9','-9'
'104926083055',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'104926710145',1,'3','-6','1','1','-9',6,'-6','1','1','1','-9','-9','-9','-9','-9'
'104963770149',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'105029530143',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'105037853050',1,'3','-6','2','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'105045540145',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'105150350142',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'105261970143',1,'3','-6','1','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'105389550340',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'105389960143',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'105434130142',1,'3','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'105434130142',2,'-6','-6','-6','-6','-9',-6,'-6','-6','4','2','-9','-9','-9','1','-9'
'105434540142',1,'4','-6','1','2','-9',4,'1','2','1','1','-9','-9','-9','-9','-9'
'105434540142',2,'4','-6','1','2','-9',3,'1','2','2','2','-9','-9','-9','-9','-9'
'105459920147',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'105494900141',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'105502180140',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'105548150142',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'105558550142',1,'2','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'105638550241',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'105641940148',1,'3','-6','3','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'105670110147',1,'3','-6','-7','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'105751540148',1,'3','-6','1','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'105755510146',1,'3','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'105818960145',1,'2','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'105853340245',1,'3','-6','3','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'105934770249',1,'3','-6','-7','-7','-9',-7,'-6','2','2','1','-9','-9','-9','-9','-9'
'105934770249',2,'3','-6','-7','-7','-9',-7,'-6','2','2','2','-9','-9','-9','-9','-9'
'106045310142',1,'3','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'106045310142',2,'3','-6','1','2','-9',3,'2','2','1','2','-9','-9','-9','-9','-9'
'106196330144',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'106267320144',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'106319380140',1,'3','-6','1','1','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'106383740144',1,'3','-6','1','2','-9',2,'2','1','1','1','-9','-9','-9','-9','-9'
'106389320149',1,'3','-6','1','1','-9',-8,'-6','2','2','1','-9','-9','-9','-9','-9'
'106447310149',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'106459780144',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'106497310144',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'106579063055',1,'3','-6','1','2','-9',3,'2','2','2','1','-9','-9','-9','-9','-9'
'106670390144',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'106670873057',1,'3','-6','1','1','-9',6,'-6','2','1','1','-9','-9','-9','-9','-9'
'106687360149',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'106755380143',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'107494510146',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'107502203056',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'107934310143',1,'3','-6','-7','2','-9',-7,'1','3','1','1','-9','-9','-9','-9','-9'
'108037730149',1,'3','-6','1','1','-9',1,'-6','2','-8','1','-9','-9','-9','-9','1'
'108248370148',1,'2','-6','1','2','-9',2,'1','1','1','1','-9','-9','-9','-9','-9'
'108517350148',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'108670813051',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'109248130145',1,'2','-6','3','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'109410930146',1,'3','-6','1','1','-9',-7,'-6','1','1','1','-9','-9','-9','1','-9'
'109494550140',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'109577590141',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'109926960141',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'110102570141',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'113433780143',1,'3','-6','1','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'113433780143',2,'3','-6','2','2','-9',5,'2','2','2','2','-9','-9','-9','-9','-9'
'113497190141',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'113497500141',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'113649180147',1,'3','-6','1','2','-9',4,'2','2','2','1','-9','-9','-9','-9','-9'
'129158480147',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'129329410148',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'129480430147',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'129515900145',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'129697420141',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'138711813051',1,'3','-6','1','2','-9',2,'1','2','1','1','-9','-9','-9','-9','-9'
'139579613058',1,'3','-6','1','2','-9',3,'1','2','2','1','-9','-9','-9','-9','-9'
'139670780147',1,'2','-6','2','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'139853423058',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'140711770141',1,'3','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'140853603052',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'140929110140',1,'3','-6','3','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'140929520249',1,'3','-6','1','2','-9',6,'1','2','2','1','-9','-9','-9','-9','-9'
'141037493150',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'141670493051',1,'3','-6','1','2','-9',3,'2','2','2','1','-9','-9','-9','-9','-9'
'141853790148',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'141929213059',1,'3','-6','1','2','-9',6,'1','2','2','1','-9','-9','-9','-9','-9'
'142711150144',1,'3','-6','2','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'143037033053',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'143579100142',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'143711403054',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'143711580141',1,'3','-6','1','2','-9',7,'1','2','1','1','-9','-9','-9','-9','-9'
'143711813054',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'144150430145',1,'2','-6','-7','-9','-9',-7,'-6','2','1','1','-9','-9','-9','1','-9'
'144357100144',1,'3','-6','1','1','-9',8,'-6','1','1','1','-9','-9','-9','-9','-9'
'144357690144',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'144711190247',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'144711423051',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'144711833051',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'144929273050',1,'3','-6','3','1','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'144929910149',1,'2','-6','2','1','-9',6,'-6','2','1','1','-9','-9','-9','-9','-9'
'145336953053',1,'3','-6','2','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'145357460141',1,'3','-6','3','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'145711530144',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'146336563059',1,'3','-6','1','1','-9',7,'-6','2','2','1','-9','-9','-9','-9','-9'
'146336893050',1,'3','-6','2','1','-9',6,'-6','1','1','1','-9','-9','-9','-9','-9'
'146711140141',1,'3','-6','1','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'146711300141',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'146853073052',1,'4','-6','-7','-8','-9',-8,'-6','2','2','1','-9','-9','-9','-9','-9'
'146853700142',1,'3','-6','1','2','-9',3,'2','2','1','1','-9','-9','-9','-9','-9'
'147853570148',1,'3','-6','1','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'147929653050',1,'3','-6','1','2','-9',3,'2','2','1','1','-9','-9','-9','-9','-9'
'147929653050',2,'3','-6','1','1','-9',3,'-6','2','1','2','-9','-9','-9','-9','-9'
'147929720149',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'147929720149',2,'3','-6','1','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'148150420142',1,'2','-6','1','2','-9',2,'1','1','2','1','-9','-9','-9','-9','-9'
'148711263057',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'148853180145',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'148853180145',2,'3','-6','1','2','-9',3,'2','2','2','2','-9','-9','-9','-9','-9'
'148853340145',1,'3','-6','1','2','-9',6,'1','1','1','1','-9','-9','-9','-9','-9'
'148853340145',2,'3','-6','3','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'148929740146',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'149037540143',1,'3','-6','1','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'149037540143',2,'3','-6','1','1','-9',4,'-6','2','1','2','-9','-9','-9','-9','-9'
'149357853051',1,'3','-6','1','2','-9',6,'1','2','2','1','-9','-9','-9','-9','-9'
'149711283054',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'149711693054',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'149929920143',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'150336950143',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'150711940147',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'150853613058',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'151150483052',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'151336640149',1,'3','-6','1','2','-9',4,'1','2','2','1','-9','-9','-9','-9','-9'
'151579990145',1,'4','-6','-7','1','-9',-7,'-6','2','1','1','-9','-9','-9','-9','-9'
'151711073054',1,'2','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'151929550143',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'152336403059',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'152336813059',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'153288763054',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'153596763153',1,'3','-6','-7','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'153711180147',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'153929823050',1,'4','-6','-7','2','-9',5,'2','2','2','1','-9','-9','-9','-9','-9'
'154711100144',1,'3','-6','-7','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'154853033055',1,'4','-6','2','1','-9',-7,'-6','2','2','1','-9','-9','-9','-9','-9'
'155549890145',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'155596563056',1,'3','-6','2','2','-9',2,'1','2','1','1','-9','-9','-9','-9','-9'
'155596640243',1,'3','-6','1','2','-9',5,'1','3','1','1','-9','-9','-9','-9','-9'
'155711063051',1,'3','-6','1','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'155711950141',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'155929390140',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'155929390140',2,'3','-6','1','1','-9',4,'-6','2','2','2','-9','-9','-9','-9','-9'
'156288660141',1,'3','-6','2','2','-9',4,'1','2','2','1','-9','-9','-9','-9','-9'
'156549400142',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'156549810142',1,'3','-6','1','2','-9',2,'1','1','1','1','-9','-9','-9','-9','-9'
'156929483050',1,'2','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'157288913051',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'157549270148',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'157596193050',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'157596420149',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'157596420149',2,'-6','-6','-6','-6','1',-6,'-6','-6','-6','2','-9','-9','-9','1','-9'
'157596830149',1,'3','-6','-7','2','-9',5,'2','3','1','1','-9','-9','-9','-9','-9'
'157711403057',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'157929253056',1,'3','-6','2','2','-9',2,'1','2','1','1','-9','-9','-9','-9','-9'
'158288040144',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'158549290145',1,'3','-6','1','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'158549773058',1,'3','-6','3','-9','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'158549933058',1,'3','-6','2','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'158711500141',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'158853750142',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'159288133054',1,'3','-6','3','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'159288543054',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'159549210142',1,'4','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'159549620142',1,'3','-6','3','2','-9',7,'2','3','2','1','-9','-9','-9','-9','-9'
'159549620142',2,'3','-6','3','1','-9',7,'-6','2','2','2','-9','-9','-9','-9','-9'
'159596460143',1,'3','-6','1','2','-9',3,'1','3','1','1','-9','-9','-9','-9','-9'
'159853370148',1,'3','-6','1','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'160288640147',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'160596563059',1,'3','-6','3','-7','-9',-7,'-6','2','2','1','-9','-9','-9','-9','-9'
'160596713050',1,'3','-6','1','2','-9',7,'1','2','2','1','-9','-9','-9','-9','-9'
'160596973050',1,'3','-6','1','1','-9',6,'-6','2','2','1','-9','-9','-9','-9','-9'
'160711950144',1,'3','-6','1','1','-9',-8,'-6','2','1','1','-9','-9','-9','-9','-9'
'160929463056',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'160929540143',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'161288250144',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'161288660144',1,'-8','-6','3','-8','-9',-8,'-6','2','2','1','-9','1','-9','-9','-9'
'161494560144',1,'3','-6','2','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'161549810145',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'161579900142',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'161579900142',2,'-6','-6','-6','-6','1',-6,'-6','-6','-6','2','-9','-9','-9','1','-9'
'161596000143',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'161670180141',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'162596020140',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'162711170147',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'162929253059',1,'3','-6','1','1','-9',6,'-6','2','1','1','-9','-9','-9','-9','-9'
'162929813050',1,'3','-6','1','1','-9',6,'-6','2','2','1','-9','-9','-9','-9','-9'
'163288773051',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'163494423051',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
